x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-8.32000E-06,+239.10748048E-03,+253.91442938E-03,-522.34614E-06,-7.40215943E-03
-8.31000E-06,+246.77757363E-03,+258.10690860E-03,-374.19976E-06,-7.22575540E-03
-8.30000E-06,+249.53361349E-03,+264.94880280E-03,-430.85680E-06,-7.22698333E-03
-8.29000E-06,+260.96256299E-03,+273.31046884E-03,-7.33936E-06,-7.06764078E-03
-8.28000E-06,+264.69989837E-03,+282.47658915E-03,+154.64073E-06,-6.99064624E-03
-8.27000E-06,+275.16669884E-03,+286.78730173E-03,+446.46572E-06,-6.75539312E-03
-8.26000E-06,+278.05928939E-03,+291.98908010E-03,-209.32885E-06,-7.17182786E-03
-8.25000E-06,+288.00412175E-03,+300.10463077E-03,-140.85450E-06,-7.31602509E-03
-8.24000E-06,+293.43482887E-03,+313.24300792E-03,-373.31933E-06,-7.40219260E-03
-8.23000E-06,+298.49843588E-03,+319.65874187E-03,-515.28606E-06,-7.39611171E-03
-8.22000E-06,+303.47328307E-03,+322.51383092E-03,-139.37103E-06,-7.18092546E-03
-8.21000E-06,+313.80628421E-03,+327.50303797E-03,+228.27559E-06,-6.91493920E-03
-8.20000E-06,+315.60914525E-03,+338.29355741E-03,+342.91032E-06,-6.57315543E-03
-8.19000E-06,+322.51869292E-03,+340.65019688E-03,+143.32244E-06,-6.58315683E-03
-8.18000E-06,+326.00252570E-03,+348.88944596E-03,-143.90287E-06,-6.92292645E-03
-8.17000E-06,+331.30968517E-03,+349.67833429E-03,+128.11379E-06,-6.91199637E-03
-8.16000E-06,+338.14547360E-03,+359.33683611E-03,+95.87532E-06,-6.78533477E-03
-8.15000E-06,+341.94299983E-03,+362.49894748E-03,+86.55384E-06,-6.73510990E-03
-8.14000E-06,+352.20299555E-03,+367.53097032E-03,+58.25773E-06,-6.68324174E-03
-8.13000E-06,+351.80333133E-03,+370.33348188E-03,+196.14867E-06,-6.20460501E-03
-8.12000E-06,+356.83339429E-03,+377.83363106E-03,+375.73299E-06,-6.30663321E-03
-8.11000E-06,+364.15722987E-03,+386.00933488E-03,+539.82674E-06,-6.19624840E-03
-8.10000E-06,+372.33926561E-03,+389.95513337E-03,+593.46557E-06,-6.27503245E-03
-8.09000E-06,+379.04212159E-03,+393.24429757E-03,+226.51094E-06,-6.28592786E-03
-8.08000E-06,+389.71896815E-03,+400.04823799E-03,+143.40762E-06,-6.57408562E-03
-8.07000E-06,+391.53434225E-03,+404.83286400E-03,+392.48316E-06,-6.31199725E-03
-8.06000E-06,+400.36788646E-03,+413.55884109E-03,+458.35388E-06,-6.35797899E-03
-8.05000E-06,+402.69919828E-03,+419.00903391E-03,+936.20063E-06,-6.22552897E-03
-8.04000E-06,+406.06419465E-03,+421.77329018E-03,+605.15171E-06,-6.23098270E-03
-8.03000E-06,+412.05945952E-03,+422.57160100E-03,+338.63553E-06,-6.13169757E-03
-8.02000E-06,+418.31056377E-03,+430.62187267E-03,+309.03610E-06,-6.68278720E-03
-8.01000E-06,+420.07260659E-03,+433.83456396E-03,+113.55793E-06,-6.66792228E-03
-8.00000E-06,+423.77281738E-03,+447.11914043E-03,+554.77759E-06,-6.95895051E-03
-7.99000E-06,+425.57447234E-03,+441.17901595E-03,+454.23663E-06,-6.03922151E-03
-7.98000E-06,+439.52646243E-03,+450.65117866E-03,+890.96063E-06,-5.83856776E-03
-7.97000E-06,+440.05841838E-03,+457.80559792E-03,+822.27145E-06,-5.80788588E-03
-7.96000E-06,+440.77497969E-03,+460.98387829E-03,+560.59239E-06,-6.04384381E-03
-7.95000E-06,+451.04699850E-03,+467.69272697E-03,+449.55856E-06,-6.29714967E-03
-7.94000E-06,+454.51880819E-03,+466.85578395E-03,+64.12003E-06,-6.61165119E-03
-7.93000E-06,+456.93311328E-03,+472.97376730E-03,+441.87885E-06,-6.74476154E-03
-7.92000E-06,+460.46993814E-03,+474.60864424E-03,+381.62318E-06,-6.31610244E-03
-7.91000E-06,+466.65067525E-03,+484.85360166E-03,+1.03108809E-03,-6.10307733E-03
-7.90000E-06,+466.71278828E-03,+482.54430077E-03,+667.25570E-06,-6.11479740E-03
-7.89000E-06,+472.76002760E-03,+486.14109033E-03,+639.38097E-06,-6.25947706E-03
-7.88000E-06,+475.68216706E-03,+491.89996384E-03,+312.61288E-06,-6.00897985E-03
-7.87000E-06,+475.51595439E-03,+497.85900867E-03,+326.81144E-06,-5.94027032E-03
-7.86000E-06,+478.57034789E-03,+495.93331609E-03,+352.31170E-06,-6.08282577E-03
-7.85000E-06,+481.18851791E-03,+503.37787259E-03,+385.13588E-06,-5.81472812E-03
-7.84000E-06,+481.11833923E-03,+503.42321359E-03,+548.13360E-06,-5.61724861E-03
-7.83000E-06,+488.85842262E-03,+504.13031474E-03,+786.35142E-06,-5.42364439E-03
-7.82000E-06,+490.90502456E-03,+503.73042437E-03,+832.59548E-06,-5.65904978E-03
-7.81000E-06,+493.70207108E-03,+513.74456855E-03,+1.06504221E-03,-5.89217870E-03
-7.80000E-06,+493.11124344E-03,+508.71009587E-03,+439.70565E-06,-5.82181986E-03
-7.79000E-06,+497.38535908E-03,+513.69138803E-03,+682.04524E-06,-5.98855341E-03
-7.78000E-06,+500.32528820E-03,+519.93329593E-03,+966.39556E-06,-5.74397956E-03
-7.77000E-06,+502.22026348E-03,+527.77107167E-03,+834.59757E-06,-5.49898659E-03
-7.76000E-06,+504.24361072E-03,+521.98197082E-03,+1.41915813E-03,-5.13055905E-03
-7.75000E-06,+504.76512655E-03,+523.84849019E-03,+1.30996055E-03,-5.11563684E-03
-7.74000E-06,+508.21134477E-03,+526.50834530E-03,+1.15136577E-03,-5.07919217E-03
-7.73000E-06,+505.62102761E-03,+529.26645810E-03,+709.28829E-06,-5.66899239E-03
-7.72000E-06,+510.39841715E-03,+533.85377723E-03,+730.29893E-06,-5.88682070E-03
-7.71000E-06,+509.34057334E-03,+529.26811646E-03,+438.69405E-06,-6.00469677E-03
-7.70000E-06,+510.44221287E-03,+534.20448220E-03,+932.69396E-06,-5.82748013E-03
-7.69000E-06,+516.28438117E-03,+535.77245948E-03,+1.42399451E-03,-5.07333440E-03
-7.68000E-06,+516.73601983E-03,+540.03051920E-03,+1.25218864E-03,-5.22550455E-03
-7.67000E-06,+511.79290759E-03,+537.39297654E-03,+1.08855396E-03,-5.05405900E-03
-7.66000E-06,+518.87262538E-03,+541.96540814E-03,+1.14284181E-03,-4.92833362E-03
-7.65000E-06,+513.24027703E-03,+538.42183678E-03,+730.28687E-06,-5.76759683E-03
-7.64000E-06,+514.97906515E-03,+535.66398781E-03,+994.30798E-06,-5.68498046E-03
-7.63000E-06,+519.99612508E-03,+538.32584048E-03,+1.29174123E-03,-5.51949596E-03
-7.62000E-06,+521.90877694E-03,+547.89705237E-03,+1.28613899E-03,-5.06028915E-03
-7.61000E-06,+516.46359688E-03,+541.22781583E-03,+1.13798885E-03,-5.15381978E-03
-7.60000E-06,+518.72699141E-03,+540.91186098E-03,+1.06641337E-03,-5.05224310E-03
-7.59000E-06,+521.44311762E-03,+536.82012700E-03,+1.26958105E-03,-5.32104254E-03
-7.58000E-06,+522.19393910E-03,+541.79222282E-03,+1.08720767E-03,-5.34139587E-03
-7.57000E-06,+518.46157879E-03,+542.03536068E-03,+1.06629880E-03,-5.05425725E-03
-7.56000E-06,+518.82019866E-03,+540.79570056E-03,+1.20934045E-03,-4.70231152E-03
-7.55000E-06,+524.81599119E-03,+539.59964770E-03,+1.70816768E-03,-4.59849380E-03
-7.54000E-06,+524.58732626E-03,+542.63187951E-03,+1.49346010E-03,-4.41732198E-03
-7.53000E-06,+521.31425568E-03,+539.08664980E-03,+1.47273063E-03,-4.62041352E-03
-7.52000E-06,+520.31437901E-03,+541.85211215E-03,+1.15484304E-03,-5.13846188E-03
-7.51000E-06,+518.11539660E-03,+537.97095192E-03,+995.88342E-06,-4.98408610E-03
-7.50000E-06,+519.30979110E-03,+545.03973962E-03,+954.96796E-06,-4.83297805E-03
-7.49000E-06,+518.75152757E-03,+534.27869371E-03,+1.31810459E-03,-5.19525761E-03
-7.48000E-06,+513.15939440E-03,+537.21964047E-03,+1.38435674E-03,-4.48338040E-03
